condition,action,fitness,prediction,error,numerosity,experience,time_stamp,action_set_size
010110,0,0.5478135910603519,0.0,0.0,1,10,2949.0,27.564096
11###0,1,0.999156116489162,0.0,0.0,27,78,2937.0,52.91633836035197
10##1#,1,0.8449044918648251,1000.0,0.0,36,247,2993.0,46.06423044547749
10##1#,0,0.6514938884312675,0.0,0.0,22,95,2850.0,50.143181242281216
0#11##,0,0.7095322453237375,0.0,0.0,30,78,2986.0,51.366423009810504
01#0##,1,0.9879104859284804,0.0,0.0,26,81,2917.0,34.75655319537181
10##0#,1,0.9998379361573866,0.0,0.0,42,80,2988.0,43.23374130258221
11###0,0,0.9814997250043125,1000.0,0.0,49,225,2989.0,49.0860775362792
01#0##,0,0.9179719245690473,1000.0,0.0,33,195,2996.0,52.19040745321246
1###11,0,0.5902842325291165,0.0,0.0,22,72,2997.0,43.275048077555645
001###,1,0.9142760186138769,1000.0,0.0,54,173,2969.0,61.678121392706764
#101#1,0,0.5190657681813498,0.0,0.0,6,22,2974.0,30.8141839190516
01#10#,0,0.14781731945428167,0.0,0.0,4,23,2899.0,36.27401083515416
#1#111,0,0.03947634688133782,0.0,0.0,1,26,2997.0,39.68964385551939
#01#1#,1,0.12405178005858572,1000.0,0.0,8,143,2953.0,60.29534895776005
001###,0,0.7573743356684038,0.0,0.0,27,52,2986.0,43.03652694310809
11###1,0,0.4413332007787682,0.0,0.0,15,51,2997.0,36.38183379577995
000###,1,0.9228077328772447,0.0,0.0,44,33,2960.0,48.86506603941135
#1#1##,1,0.012962711630776478,915.1690818869449,144.36798069641208,11,199,2982.0,27.488643367594683
#00#0#,0,0.6722746622678659,1000.0,0.0,17,82,2990.0,47.29362485080154
1###11,1,0.4655750597831219,1000.0,0.0,14,97,2962.0,43.223329421689435
11#0#1,1,0.5916148239857426,1000.0,0.0,13,47,2985.0,21.86869438677846
1#11#1,1,0.03095828623892423,837.1176962384828,172.10567579837192,1,24,2953.0,47.66215603156046
10##0#,0,0.8048038966540602,1000.0,0.0,22,91,2995.0,34.00486711596511
01#1#0,0,0.09802081710533532,0.0,0.0,1,10,2949.0,33.255744
0#00#1,1,0.06495428349612575,0.0,0.0,1,11,2642.0,47.137804800000005
0#0###,0,0.042877292785796266,982.8128107161953,51.612840153418425,21,109,2996.0,48.704963243095094
#001##,0,0.012790306975978643,989.00488372224,37.38339534438397,5,35,2979.0,40.16451216157215
##11#1,1,0.04013352515913682,966.4455680000001,80.53063679999994,1,29,2953.0,44.275016642691355
01#1##,0,0.10485948489975033,0.0,0.0,1,8,2949.0,35.24640000000001
0##0##,1,0.002963302607255299,671.291461632,385.3567382869333,1,16,2960.0,54.914471473152
0101#0,0,0.07640562339277457,0.0,0.0,1,1,2949.0,29.0
#1#00#,0,0.024664293314436786,1000.0,0.0,1,18,2952.0,50.759295728844805
1##0#1,1,0.0012885359748891208,701.9909548657869,315.83138077579673,1,22,2988.0,36.21872419957454
1###1#,1,0.0024122624490355874,944.9707315200001,132.07024435199995,1,31,2993.0,41.150259958430745
1001##,0,0.014558303643429405,872.0,194.13333333333335,1,7,2922.0,47.839999999999996
01#10#,1,0.2946287915343153,1000.0,0.0,1,4,2921.0,26.75
##01##,1,0.026334115193690485,795.2589823999999,310.12552704,1,19,2951.0,36.4891791859712
#110##,0,0.009607583363292177,747.5712000000001,260.4885333333334,1,11,2959.0,43.4009728
0#1###,1,0.01847980194032116,973.1564544,69.79321855999994,1,17,2982.0,46.8013410205696
#01###,0,0.013992941539042658,635.4559999999999,353.0752,3,13,2995.0,34.416271872
#101##,1,0.10654817936775117,872.0,153.6,1,9,2951.0,33.559360000000005
##011#,1,0.0045619965046358926,803.22816,285.96633599999996,1,12,2951.0,37.80731136
####11,1,0.008423922499083157,964.7812681728001,98.61244911615992,1,22,2962.0,47.74824390273899
##10##,0,0.0023406372275387066,768.65234944,340.6100343466667,1,15,2995.0,35.58148212736
#00###,0,0.27356206766956936,1000.0,0.0,3,19,2990.0,43.74133712787866
##0#11,1,0.010830752122682981,744.0,302.93333333333334,1,7,2951.0,46.056
1###0#,1,0.03844064772619121,467.2,376.74666666666667,1,8,2988.0,33.086400000000005
#0##0#,0,0.001055810389471085,974.0240377937919,82.47253468009819,1,19,2995.0,37.914818334982144
#1#10#,0,0.009420794970861412,872.0,153.6,1,7,2974.0,45.688
##0###,1,0.0011544423207705704,661.1520253132801,405.1866749938347,1,18,2993.0,34.97628025225216
0#1##0,1,0.07594891087886799,1000.0,0.0,1,5,2982.0,51.6
00####,0,0.006813772986673516,822.102528,272.54456319999997,2,13,2990.0,44.799117312
0#10##,1,0.03696915234591191,1000.0,0.0,1,3,2943.0,62.666666666666664
01####,1,0.5959166037058791,1000.0,0.0,4,6,2982.0,23.240000000000002
01####,0,0.012757466350741518,868.9280000000001,244.6677333333333,2,10,2996.0,50.49504
1###00,1,0.05374130826731543,300.0,37.91666666666667,1,0,2932.0,32.2
1####1,0,0.013226309354963658,655.6800000000001,327.936,1,9,2997.0,33.88064
#1#0##,0,0.034081713433480446,840.0,160.0,2,11,2996.0,50.3308928
10###1,0,0.03734070353651774,1000.0,0.0,1,4,2995.0,33.0
####0#,0,0.003969751793824233,966.4455680000001,80.53063679999994,1,13,2995.0,41.40636928
#1010#,0,0.026689287953505877,400.0,20.0,1,0,2974.0,43.2
#1#1#1,0,0.026756835767799927,0.0,0.0,1,1,2997.0,38.0
0#1###,0,0.07334532904960707,0.0,0.0,1,0,2986.0,51.366423009810504
##000#,0,0.03617048563952456,1000.0,0.0,1,1,2990.0,48.0
