condition,action,fitness,prediction,error,numerosity,experience,time_stamp,action_set_size
##1##1,1,0.1386008729891853,736.1060595188521,269.5374728476005,6,485,2996.0,57.6318283097035
11###0,1,0.9838256659673608,0.0,0.0,67,94,2984.0,74.32463479966418
##111#,0,0.025601695898008914,289.0291507702715,331.64662168113614,8,117,2917.0,65.51344619151958
#####1,1,0.042773209636412006,760.4357523112938,294.6559765393326,11,825,2996.0,51.10024064213192
0#00##,1,0.5397085432976977,0.0,0.0,26,73,2924.0,76.39915918098794
#1111#,0,0.008646558027652665,504.72600780553455,440.11455416052746,2,72,2917.0,42.108589435252114
001###,0,0.9998782562255552,0.0,0.0,68,89,2998.0,86.05978188373494
#####0,0,0.0006438271645562739,719.2900764791984,291.00026547700793,10,762,2998.0,48.15234738194246
1###11,0,0.7964246912656423,0.0,0.0,58,98,2974.0,84.52995360181293
1#1#00,1,0.09605097601377176,0.0,0.0,6,33,2865.0,72.0699616826162
01#0##,1,0.8117176602181219,0.0,0.0,29,68,2985.0,61.831103019299256
10##1#,0,0.5205693205859357,0.0,0.0,22,74,2974.0,74.6991218438668
00#000,1,0.0024265373673770588,956.386476112914,120.15235398803046,2,47,2992.0,29.69362032827733
000###,1,0.7526364957806715,0.0,0.0,21,62,2924.0,68.18779764481502
0#0###,0,0.0006502841687399319,996.516730793827,18.20807348431155,5,329,2987.0,42.47082014702431
0##1##,1,0.00014599674764511502,938.196875214699,136.4032941726507,3,321,2983.0,31.07033552898455
#01###,1,0.1453161481201525,835.134242803036,181.34163762285417,21,349,2996.0,56.070617660778765
#1#0##,0,0.0006431451074816568,982.4287923009836,67.2224701801938,3,329,2963.0,45.548877328294935
#0##1#,1,0.065501961834207,933.6479148727484,159.26107480791157,15,292,2975.0,50.566029621259005
##00##,0,0.000597109781970753,992.8622501702125,31.456343262588938,2,294,2987.0,39.91571435053588
###111,0,0.07870520376111867,46.71572425975479,127.42198653298867,2,66,2919.0,68.99960027987505
10##0#,1,0.9462325500131545,0.0,0.0,42,38,2996.0,70.64672498488466
###11#,1,0.013484327782764536,964.5964395904098,101.38967469730525,1,235,2983.0,29.4789666055522
#110#1,1,0.00018409445027568286,712.356951267564,370.81514566013556,1,34,2985.0,46.898442649784315
#1##1#,0,0.0013329557590952984,909.2715335442041,205.58342306097808,1,123,2989.0,39.27489416156653
1##1##,0,0.0003081156516149639,819.40982345231,266.75707250453854,1,126,2989.0,35.05971294537183
#1#1##,1,0.0012568032724805727,991.7049225968194,33.831387727000646,2,155,2983.0,23.210053518959484
0#0##1,0,0.015349072533905637,921.306628360993,173.14028349789723,4,59,2987.0,42.79560750412021
0#1###,0,0.0011366717128864277,491.1260942028619,419.44216091915627,1,97,2998.0,66.2594657980807
011###,0,0.0021432236228688456,800.6116421025035,336.5638420349692,2,59,2963.0,52.3738011459367
0#0#1#,0,0.0013588217945378058,976.6044467369027,76.57247077419854,1,67,2987.0,45.357142183168975
01##00,0,0.0020403040933448793,687.1104754890152,398.3722033156225,1,29,2963.0,65.08985315447978
01####,1,7.229126711813291e-05,788.6289569660491,313.5588575537935,1,86,2985.0,28.907646372475227
##1##0,0,0.00011032112672309384,721.004043927097,309.590385584381,1,115,2998.0,55.43247204453593
##1010,0,0.01472008271054061,494.504805793792,424.4577664106496,1,21,2998.0,58.99529870022935
000###,0,0.7759112754430666,1000.0,0.0,14,65,2987.0,40.97802697933248
0#0011,0,0.33918570675980897,1000.0,0.0,7,18,2987.0,44.311859683655676
#1###0,0,0.0032232309504828804,992.5242300614251,29.672903821836513,5,112,2989.0,38.82933510448294
#10##0,0,0.0009335699462841517,991.0385353711894,38.885903739574246,2,56,2989.0,38.73907963840374
0#0#11,0,0.009315493803971184,922.9235259548632,159.37915157336113,2,22,2987.0,42.167379366699336
10##0#,0,0.9219319229070513,1000.0,0.0,10,62,2961.0,27.001669569929767
#00#1#,1,0.0009307254643879129,689.8886520935323,359.2133744370401,1,37,2975.0,43.98283786578769
###1#0,0,0.0007299428451898676,819.7017495091792,266.09162675635525,2,72,2989.0,37.501133366405625
01#0##,0,0.9574786251826062,1000.0,0.0,26,41,2963.0,58.156813921319255
0#0#11,1,0.023254898524461744,377.856,381.61066666666665,1,10,2924.0,69.35923199999999
0#11##,1,0.8608101166861722,1000.0,0.0,4,44,2951.0,51.141232652063
0#01##,0,0.0012196264339877306,912.2103087523708,213.39848527795317,1,27,2953.0,47.882199628673675
###1##,0,9.584028516961442e-05,799.3787829252879,312.60413446311736,1,94,2989.0,35.167041514308195
#1#1#0,1,0.0007926686794787225,855.2284513712473,285.3380526037235,1,23,2983.0,25.727802074048704
###01#,1,0.00025305203422804507,713.6382344664826,368.160058113319,2,43,2985.0,52.77760124021311
01##0#,1,0.0005593329738306522,658.0794074556006,396.2082304322437,1,21,2850.0,39.78647660544656
#0#01#,1,0.3643505735649034,872.0,153.6,3,20,2924.0,61.72263219928105
1###0#,1,0.001430653883298253,659.2719535381414,387.42671101258367,1,33,2996.0,41.1216929908399
0#001#,0,0.056811680909350966,1000.0,0.0,1,15,2987.0,48.26966032384
###11#,0,0.0010713965009533754,417.10424451389065,420.7585831832316,1,24,2989.0,57.171880008753156
0#1#11,0,0.011061045984245114,128.00000000000003,215.46666666666664,1,7,2911.0,64.36
11###1,0,0.7778963496297528,0.0,0.0,5,10,2872.0,40.638464
00#00#,0,0.010958898341441252,669.6064,373.21045333333336,1,11,2958.0,61.21150720000001
####11,0,0.0012296112505472462,391.1117722710285,381.4881577307325,1,24,2987.0,63.48578077935473
#1##11,1,0.4248983277926474,872.0,153.6,10,27,2985.0,43.69157937612353
00##0#,0,0.004636300963909814,767.1331954688001,302.84255920128,2,17,2958.0,54.145743884287995
#100##,1,0.0024611339005577524,793.049072828416,339.6381172913493,2,19,2927.0,39.46079441613619
01###0,0,0.08265999958572634,754.24,324.94933333333336,1,9,2963.0,61.92224
#0##1#,0,0.002902485198873761,326.48790605824007,386.88673090764803,1,19,2998.0,65.59864584178894
#00###,0,0.014515538841273646,813.1564544,219.05580031999997,2,23,2987.0,41.877844277855466
##11#0,0,0.04411029164537077,832.0640000000001,235.11039999999997,1,10,2917.0,45.631423999999996
01####,0,0.02084617361619135,882.0352,209.71519999999998,3,11,2963.0,54.009024
11###0,0,0.5990476969359027,1000.0,0.0,3,21,2989.0,33.733657200661625
11####,0,0.0027255544397186996,978.7366765718352,75.6820065755427,1,24,2989.0,33.14449137159692
#1###1,1,0.2769727326689969,896.8262874754466,148.05385598229037,3,33,2985.0,37.269634987473644
####11,1,0.021673918492346993,855.2494749777919,235.09792446218242,3,35,2985.0,51.98270117572981
1####0,1,0.002753589998315215,508.36479999999995,391.99744000000004,1,11,2984.0,52.965696
11####,1,0.0148706332472808,879.2189803333524,201.45742035549787,2,28,2984.0,38.0780671019262
0#1###,1,0.00100719353425744,704.9631255822336,286.91177922188626,1,20,2992.0,47.37709694701404
#011##,1,0.001125554532900236,772.5122093056,238.79833332394668,1,17,2996.0,60.3736416067584
#1####,1,0.0022812655555844727,870.0904330579963,242.48289838412205,3,37,2985.0,31.06561208920609
11#0#0,0,0.27532274493775577,1000.0,0.0,1,9,2876.0,37.05888
00####,0,0.029355679909784972,718.08,258.304,1,9,2998.0,52.04576
111##0,0,0.24133880227158802,1000.0,0.0,1,5,2917.0,34.6
#0####,0,0.008152364818021575,542.7564544,361.42096384,1,17,2998.0,52.073666395340794
##0#11,1,0.025226907566660395,800.0,256.66666666666663,1,5,2924.0,42.0
0#####,1,0.022967919834787298,814.70533812224,295.330037891072,4,18,2992.0,31.28378773504
1###10,1,0.43047278374892683,750.0,187.5,3,4,2984.0,44.75
#1#0#0,0,0.17896899055328508,1000.0,0.0,1,10,2963.0,45.196223999999994
01#1#0,1,0.4972228165509478,1000.0,0.0,2,4,2983.0,17.75
10####,0,0.05900364314649392,500.00000000000006,291.66666666666674,1,4,2974.0,46.25
0101#0,1,0.17984392332897772,1000.0,0.0,1,3,2983.0,18.0
##1#11,1,0.28478772380349915,1000.0,0.0,1,2,2985.0,53.0
##1###,1,0.11453145299485473,1000.0,0.0,1,1,2996.0,63.0
